date,cloud_provider,account_id,instance_id,instance_type,service_name,region,availability_zone,status,cpu_usage,memory_usage,storage_usage_gb,network_in_mb,network_out_mb,running_hours,daily_cost_usd,environment,project_name,team_name
2026-06-04,AWS,345678901234,i-83ee54bd0b636914c,c5.large,EKS,us-west-2,us-west-2a,Running,31.19,29.25,462.26,3893.04,4601.05,16.37,1.39,Development,Recommendation Engine,Backend
2026-01-25,AWS,123456789012,i-75250def91799e278,t3.medium,ECS,ap-south-1,ap-south-1a,Stopped,1.41,1.83,828.9,3.86,0.49,1.77,0.1,UAT,Payment Gateway,Data Engineering
2025-10-28,AWS,234567890123,i-e00a3d4f27c233ab9,m5.large,EKS,ap-south-1,ap-south-1a,Stopped,0.15,1.0,629.02,1.61,2.68,0.13,0.1,UAT,Inventory System,DevOps
2025-09-19,AWS,234567890123,i-102163324c53589e2,t3.medium,EC2,eu-west-1,eu-west-1b,Running,22.64,31.37,279.21,3757.83,4546.19,9.89,0.4,QA,Payment Gateway,Platform Engineering
2026-02-02,AWS,234567890123,i-f7be96953b162e0f4,t3.medium,EKS,ap-south-1,ap-south-1a,Running,42.95,39.54,92.84,1392.99,3089.93,8.07,0.32,QA,Cloud Migration,DevOps
2026-04-30,AWS,234567890123,i-8cbfcf84e338ff740,t3.small,Lambda,us-east-1,us-east-1a,Stopped,0.6,1.21,72.95,3.59,4.97,1.36,0.1,QA,Analytics Platform,Backend
2026-07-02,AWS,345678901234,i-6daeee6f529a27976,c5.large,EC2,eu-west-1,eu-west-1a,Stopped,0.65,0.18,514.99,0.83,1.88,0.68,0.1,QA,Customer360,DevOps
2025-09-02,AWS,123456789012,i-761497aa7947d9815,m5.large,ECS,eu-west-1,eu-west-1a,Stopped,1.32,0.28,328.32,0.65,4.16,1.02,0.1,UAT,Recommendation Engine,Data Engineering
2026-03-11,AWS,234567890123,i-75250def91799e278,m5.xlarge,EKS,ap-south-1,ap-south-1a,Running,31.37,41.02,849.31,137.14,2654.33,12.9,2.48,QA,Payment Gateway,AI & ML
2026-04-09,AWS,234567890123,i-0f4c776f7eea2a6dd,t3.small,RDS,ap-south-1,ap-south-1b,Running,26.85,86.02,217.46,3242.5,574.29,22.04,0.44,UAT,Customer360,AI & ML
2026-06-16,AWS,234567890123,i-0e8655f24ddcdfc01,m5.large,EC2,eu-west-1,eu-west-1b,Running,52.88,87.1,787.9,1389.23,2590.66,12.2,1.17,Development,Cloud Migration,Platform Engineering
2026-03-17,AWS,123456789012,i-35f132f40ddb1d7fc,m5.xlarge,ECS,eu-west-1,eu-west-1a,Running,78.89,35.9,383.69,4412.3,1479.88,11.73,2.25,Development,Payment Gateway,AI & ML
2025-09-15,AWS,234567890123,i-765a9230fd0a873f7,t3.medium,ECS,eu-west-1,eu-west-1a,Stopped,0.03,1.66,738.61,1.91,0.66,1.55,0.1,QA,Inventory System,Backend
2026-02-01,AWS,123456789012,i-52b20cf1cb80b2b73,t3.small,RDS,ap-south-1,ap-south-1b,Stopped,1.91,1.54,467.9,3.48,4.48,0.14,0.1,Production,Payment Gateway,Platform Engineering
2026-01-29,AWS,345678901234,i-c143e556641d2d648,m5.large,ECS,ap-south-1,ap-south-1b,Running,39.47,32.02,644.15,2189.9,475.87,23.73,2.28,QA,Payment Gateway,DevOps
2026-04-21,AWS,345678901234,i-4ea40a9f94ea3f143,m5.large,EKS,ap-southeast-1,ap-southeast-1b,Stopped,0.08,1.55,101.24,1.87,4.73,0.0,0.1,UAT,Customer360,AI & ML
2026-03-23,AWS,123456789012,i-34cc352b6a6c37df8,t3.micro,RDS,ap-south-1,ap-south-1a,Running,56.72,22.72,502.53,2368.7,765.16,8.06,0.08,Development,Customer360,QA Automation
2025-08-22,AWS,345678901234,i-5cb4e6b86a411843e,t3.medium,RDS,ap-south-1,ap-south-1b,Running,23.78,23.89,57.47,1375.44,922.88,11.43,0.46,UAT,Analytics Platform,Backend
2026-07-01,AWS,234567890123,i-2428848880354eb58,t3.micro,S3,us-east-1,us-east-1a,Running,22.46,31.49,858.55,3310.93,1110.5,13.69,0.14,Production,Analytics Platform,DevOps
2025-09-15,AWS,234567890123,i-a99ed5ebe1bd812cb,t3.small,Lambda,ap-southeast-1,ap-southeast-1a,Stopped,1.51,1.37,48.04,4.43,1.83,0.22,0.1,Development,Cloud Migration,QA Automation
2025-11-06,AWS,234567890123,i-ac7d643568ed81fb3,t3.medium,ECS,us-west-2,us-west-2a,Stopped,1.73,1.2,866.86,2.36,1.89,0.22,0.1,Development,Analytics Platform,Platform Engineering
2026-04-03,AWS,123456789012,i-52b20cf1cb80b2b73,c5.large,S3,eu-west-1,eu-west-1b,Running,71.49,83.67,771.28,4200.88,4258.52,14.24,1.21,Production,Inventory System,Data Engineering
2025-12-13,AWS,234567890123,i-0e8655f24ddcdfc01,t3.medium,EC2,ap-southeast-1,ap-southeast-1b,Stopped,1.82,1.26,106.04,0.33,1.51,0.7,0.1,Development,Inventory System,QA Automation
2026-03-21,AWS,234567890123,i-60a0b1ae7fc2bdf3c,c5.large,ECS,eu-west-1,eu-west-1a,Running,83.61,66.09,548.28,1675.67,1089.7,14.15,1.2,Development,Inventory System,Platform Engineering
2025-09-13,AWS,234567890123,i-64763de2340fb9b4e,c5.large,RDS,us-west-2,us-west-2b,Running,24.75,44.14,449.62,1472.43,4193.9,19.19,1.63,UAT,Inventory System,Data Engineering
2025-10-25,AWS,123456789012,i-1e4de1e90c80621db,t3.medium,S3,eu-west-1,eu-west-1b,Stopped,0.36,1.08,315.27,2.39,2.72,0.89,0.1,Development,Analytics Platform,Backend
2025-08-21,AWS,123456789012,i-b282026e42a31e15d,t3.medium,Lambda,us-west-2,us-west-2b,Stopped,0.02,1.0,543.7,3.62,0.66,0.69,0.1,QA,Cloud Migration,AI & ML
2026-07-09,AWS,234567890123,i-df1bcadd49c5f7794,t3.medium,Lambda,ap-southeast-1,ap-southeast-1a,Stopped,1.56,0.07,123.36,3.04,0.95,1.22,0.1,Production,Recommendation Engine,DevOps
2026-07-21,AWS,345678901234,i-44d19965f03b21df9,m5.xlarge,S3,ap-southeast-1,ap-southeast-1a,Stopped,1.64,1.45,711.73,0.88,0.52,0.93,0.1,Development,Cloud Migration,Platform Engineering
2026-02-26,AWS,345678901234,i-7a817cc72eee2fea3,t3.medium,EC2,ap-south-1,ap-south-1b,Running,54.25,78.91,53.02,1538.2,2564.41,15.88,0.64,QA,Recommendation Engine,AI & ML
2026-03-22,AWS,234567890123,i-4d58fed8a728e7eca,c5.large,EKS,ap-southeast-1,ap-southeast-1a,Running,90.75,24.83,108.96,2201.79,1551.8,20.92,1.78,QA,Payment Gateway,Data Engineering
2026-04-20,AWS,123456789012,i-cc26d5d89c9d23b48,m5.large,RDS,ap-south-1,ap-south-1a,Running,63.95,56.66,454.35,1208.47,4788.81,17.36,1.67,UAT,Recommendation Engine,AI & ML
2025-10-20,AWS,234567890123,i-69df596e8604e2c7a,m5.large,RDS,us-west-2,us-west-2b,Running,85.61,43.85,92.87,2310.09,4040.6,16.35,1.57,UAT,Cloud Migration,DevOps
2026-02-26,AWS,234567890123,i-e850a965cda2c354f,t3.micro,EKS,ap-south-1,ap-south-1b,Running,52.33,42.06,92.0,3771.37,2877.52,22.68,0.23,Production,Cloud Migration,Data Engineering
2025-09-05,AWS,234567890123,i-93ee8f6a041053984,t3.micro,Lambda,ap-south-1,ap-south-1b,Stopped,1.15,1.42,674.65,2.04,4.05,1.78,0.1,Development,Payment Gateway,Platform Engineering
2026-01-16,AWS,234567890123,i-834aefe227e4f8550,t3.small,Lambda,eu-west-1,eu-west-1a,Stopped,1.06,1.42,596.53,2.99,4.12,0.48,0.1,UAT,Cloud Migration,Backend
2025-09-11,AWS,234567890123,i-6adb34d88db8c6df5,t3.micro,EC2,ap-south-1,ap-south-1b,Running,32.52,30.34,491.4,2848.54,803.05,8.25,0.08,QA,Cloud Migration,AI & ML
2026-05-25,AWS,345678901234,i-cd1b237b51cad3038,t3.micro,Lambda,us-west-2,us-west-2b,Stopped,0.16,0.92,449.62,4.98,1.84,1.92,0.1,Development,Payment Gateway,DevOps
2026-05-27,AWS,234567890123,i-76f812815a064c295,t3.micro,EC2,eu-west-1,eu-west-1b,Running,21.91,68.94,513.35,2530.14,2576.44,14.54,0.15,UAT,Cloud Migration,AI & ML
2025-10-23,AWS,345678901234,i-f40c18519681e02c8,m5.xlarge,Lambda,ap-southeast-1,ap-southeast-1b,Running,30.61,45.32,144.4,3515.48,990.79,10.37,1.99,Production,Inventory System,Backend
2026-03-25,AWS,123456789012,i-cd82311a7fb108c9c,m5.large,EKS,ap-southeast-1,ap-southeast-1a,Stopped,1.51,0.29,767.12,0.12,3.33,0.1,0.1,Production,Analytics Platform,QA Automation
2025-10-11,AWS,234567890123,i-da0c30212b39929ec,c5.large,RDS,ap-southeast-1,ap-southeast-1a,Running,37.23,43.45,472.14,2628.89,1613.07,17.28,1.47,QA,Analytics Platform,QA Automation
2025-10-12,AWS,123456789012,i-a3d7fbc4105ff52fa,t3.small,RDS,eu-west-1,eu-west-1b,Stopped,1.51,1.18,313.6,4.11,2.34,0.99,0.1,QA,Recommendation Engine,AI & ML
2026-02-02,AWS,345678901234,i-1e4de1e90c80621db,t3.small,EKS,us-west-2,us-west-2a,Stopped,1.02,0.84,755.54,1.89,3.47,1.8,0.1,QA,Inventory System,Backend
2026-05-28,AWS,345678901234,i-75f2a11b434f7abe6,m5.large,ECS,us-west-2,us-west-2a,Stopped,0.55,1.96,456.11,0.94,3.51,0.34,0.1,QA,Analytics Platform,Backend
2025-11-27,AWS,345678901234,i-34f98dff7e4c6428d,t3.small,EC2,us-west-2,us-west-2b,Stopped,1.88,0.38,597.32,2.17,4.28,0.1,0.1,Development,Customer360,Data Engineering
2026-07-13,AWS,345678901234,i-29eb71eadeeddbfa8,t3.small,RDS,ap-southeast-1,ap-southeast-1a,Running,12.18,62.9,249.27,3182.38,113.11,12.53,0.25,Development,Recommendation Engine,DevOps
2026-06-11,AWS,345678901234,i-7e9e779f6bee9cd56,m5.xlarge,ECS,ap-south-1,ap-south-1a,Running,58.4,82.44,881.4,259.91,4971.17,20.53,3.94,Production,Payment Gateway,Backend
2025-09-19,AWS,234567890123,i-19f4fe020864d3979,m5.large,RDS,us-east-1,us-east-1b,Stopped,1.9,0.92,443.16,3.16,4.02,0.63,0.1,UAT,Payment Gateway,DevOps
2025-08-23,AWS,123456789012,i-f03be771ac3c890be,m5.xlarge,EC2,us-east-1,us-east-1a,Stopped,0.42,0.12,782.08,1.04,2.23,0.32,0.1,Production,Customer360,AI & ML
2025-10-05,AWS,345678901234,i-73931bdb2a0df3dbe,m5.large,EC2,ap-south-1,ap-south-1a,Running,22.91,78.07,48.94,414.92,1561.01,8.03,0.77,UAT,Payment Gateway,AI & ML
2026-01-21,AWS,345678901234,i-6b0a60077b943c952,t3.medium,EC2,us-east-1,us-east-1c,Running,45.95,54.35,580.38,4868.12,667.89,19.14,0.77,Development,Recommendation Engine,Platform Engineering
2025-10-05,AWS,345678901234,i-85d329a388ecf7aee,c5.large,ECS,ap-south-1,ap-south-1b,Stopped,0.04,1.01,361.63,1.14,3.18,0.39,0.1,QA,Analytics Platform,AI & ML
2025-11-09,AWS,234567890123,i-ef7bcd5c2972284c4,t3.small,ECS,eu-west-1,eu-west-1b,Stopped,0.41,0.41,194.81,2.37,3.76,0.01,0.1,Production,Customer360,Data Engineering
2025-10-27,AWS,345678901234,i-29eb71eadeeddbfa8,c5.large,RDS,eu-west-1,eu-west-1a,Running,91.36,60.16,242.46,1013.86,3290.95,23.17,1.97,Development,Cloud Migration,AI & ML
2026-08-01,AWS,123456789012,i-9fe700489f39d5f70,t3.micro,EC2,ap-south-1,ap-south-1b,Running,77.63,66.79,27.14,4527.26,4105.71,18.95,0.19,UAT,Cloud Migration,DevOps
2026-06-09,AWS,123456789012,i-38f2bfd8f3b08514a,c5.large,Lambda,us-west-2,us-west-2a,Stopped,1.13,1.53,259.2,3.54,0.75,1.12,0.1,QA,Customer360,DevOps
2025-11-05,AWS,234567890123,i-14f8bd988ad5af4e1,c5.large,RDS,ap-south-1,ap-south-1a,Running,93.89,79.64,273.26,1738.0,3529.68,20.79,1.77,Production,Customer360,Backend
2026-03-23,AWS,123456789012,i-55c12d9aee8a56528,m5.large,Lambda,ap-southeast-1,ap-southeast-1b,Stopped,1.85,0.3,177.03,3.8,3.02,1.42,0.1,QA,Cloud Migration,Data Engineering
2025-09-12,AWS,345678901234,i-27ba52ae08672b830,c5.large,EC2,us-west-2,us-west-2a,Stopped,1.6,1.02,250.92,3.52,0.37,0.43,0.1,QA,Analytics Platform,DevOps
2026-06-10,AWS,234567890123,i-e00a3d4f27c233ab9,t3.small,S3,ap-southeast-1,ap-southeast-1b,Running,52.54,27.27,441.13,651.7,3472.36,19.82,0.4,UAT,Customer360,Platform Engineering
2025-12-27,AWS,234567890123,i-b0d1cb7c2b70a3a44,m5.large,S3,eu-west-1,eu-west-1a,Stopped,0.08,0.22,391.05,1.41,0.34,1.55,0.1,Development,Inventory System,AI & ML
2025-12-17,AWS,345678901234,i-7e805da846a32c3bb,m5.xlarge,EC2,ap-southeast-1,ap-southeast-1b,Running,31.93,75.18,281.95,938.69,1335.79,21.63,4.15,QA,Customer360,Backend
2026-03-25,AWS,123456789012,i-624d3f0487fcb9bd5,t3.small,EC2,eu-west-1,eu-west-1a,Stopped,0.43,1.62,123.1,2.01,2.77,0.4,0.1,Production,Analytics Platform,AI & ML
2025-11-23,AWS,234567890123,i-b3b6fecf8d2db5dd2,m5.xlarge,ECS,us-east-1,us-east-1c,Stopped,1.25,0.47,811.74,3.85,0.71,0.29,0.1,Production,Customer360,Platform Engineering
2026-05-07,AWS,123456789012,i-637da0583c701f4b2,t3.medium,Lambda,ap-southeast-1,ap-southeast-1b,Running,41.56,84.83,127.17,2268.93,2595.06,21.66,0.87,UAT,Customer360,Platform Engineering
2026-06-13,AWS,234567890123,i-a0144acc6c2c6f3ae,c5.large,RDS,eu-west-1,eu-west-1b,Stopped,0.66,1.02,166.15,4.67,0.15,1.09,0.1,Production,Analytics Platform,QA Automation
2025-09-20,AWS,234567890123,i-3cbda4782790966c9,t3.micro,EC2,us-west-2,us-west-2b,Stopped,0.13,1.3,891.14,4.29,1.79,1.04,0.1,QA,Recommendation Engine,QA Automation
2025-09-13,AWS,123456789012,i-637da0583c701f4b2,m5.xlarge,Lambda,ap-southeast-1,ap-southeast-1b,Stopped,1.23,0.72,707.84,2.88,1.0,1.56,0.1,Production,Payment Gateway,AI & ML
2025-09-29,AWS,123456789012,i-3d90f871f5c471360,t3.medium,EKS,us-east-1,us-east-1b,Stopped,1.01,0.28,896.45,2.93,2.05,0.18,0.1,Production,Inventory System,AI & ML
2026-05-20,AWS,345678901234,i-a7fb95593f485a27b,c5.large,Lambda,eu-west-1,eu-west-1b,Running,44.3,49.09,681.13,4678.56,956.59,21.1,1.79,Development,Cloud Migration,DevOps
2026-05-16,AWS,234567890123,i-b309c7c3af256e017,c5.large,S3,ap-southeast-1,ap-southeast-1b,Stopped,0.47,0.68,640.04,4.55,2.4,0.87,0.1,Development,Analytics Platform,Platform Engineering
2025-11-08,AWS,345678901234,i-292c382a07ff30180,m5.large,EKS,us-east-1,us-east-1b,Running,19.56,29.66,144.77,4947.64,4991.34,22.63,2.17,UAT,Analytics Platform,Backend
2026-08-06,AWS,345678901234,i-dcacccd65f46cbd49,t3.micro,Lambda,eu-west-1,eu-west-1b,Running,68.03,84.6,52.03,2439.69,1132.83,13.55,0.14,Development,Cloud Migration,AI & ML
2026-02-22,AWS,234567890123,i-65c332f10c23842c9,m5.xlarge,EKS,ap-southeast-1,ap-southeast-1b,Running,37.45,37.32,645.85,139.4,2236.74,19.47,3.74,Development,Customer360,Platform Engineering
2026-07-28,AWS,123456789012,i-f3374cebd4d3fd81b,t3.small,ECS,us-west-2,us-west-2b,Stopped,1.95,0.54,665.02,4.2,3.66,0.04,0.1,Development,Recommendation Engine,Platform Engineering
2026-02-02,AWS,345678901234,i-fee129eb9c5d75dec,t3.medium,S3,ap-southeast-1,ap-southeast-1b,Running,78.12,37.71,454.57,3036.68,2709.61,17.94,0.72,UAT,Inventory System,Platform Engineering
2026-03-02,AWS,345678901234,i-ffe5b54f511210d47,t3.micro,S3,eu-west-1,eu-west-1a,Stopped,0.02,1.41,884.22,4.69,2.84,1.37,0.1,UAT,Payment Gateway,QA Automation
2026-07-08,AWS,345678901234,i-2406eb1ff00d00890,c5.large,ECS,eu-west-1,eu-west-1b,Running,48.38,57.59,417.3,3006.72,4721.71,10.65,0.91,QA,Payment Gateway,AI & ML
2025-10-20,AWS,123456789012,i-5cfd943a25c0cf236,m5.xlarge,EKS,eu-west-1,eu-west-1a,Running,59.69,22.1,619.07,2310.2,3333.98,22.44,4.31,UAT,Analytics Platform,QA Automation
2026-06-27,AWS,234567890123,i-85df2fbdaa35adf9c,m5.xlarge,EKS,us-west-2,us-west-2b,Stopped,1.57,1.79,661.82,1.39,4.68,0.73,0.1,QA,Analytics Platform,Data Engineering
2025-12-01,AWS,234567890123,i-019c3a4da8c31677f,t3.micro,ECS,us-east-1,us-east-1a,Stopped,0.59,0.9,140.75,2.45,0.76,0.36,0.1,QA,Customer360,Platform Engineering
2026-07-02,AWS,123456789012,i-57c2065cc9439fd94,m5.large,RDS,eu-west-1,eu-west-1a,Running,41.93,74.71,662.23,756.46,3009.55,19.09,1.83,UAT,Customer360,QA Automation
2025-11-07,AWS,345678901234,i-d91213dd3e8b8203e,c5.large,ECS,us-east-1,us-east-1a,Running,81.11,32.34,467.82,2884.93,4442.04,12.2,1.04,UAT,Customer360,Data Engineering
2026-06-03,AWS,234567890123,i-73bb387d080589ab0,t3.medium,RDS,us-east-1,us-east-1a,Stopped,0.05,0.91,783.22,2.97,0.44,0.99,0.1,UAT,Analytics Platform,DevOps
2025-09-03,AWS,234567890123,i-8c741df1bc5e3ea00,t3.micro,S3,eu-west-1,eu-west-1a,Running,50.27,80.12,691.51,1286.33,1345.47,17.12,0.17,UAT,Payment Gateway,Data Engineering
2025-10-29,AWS,345678901234,i-a41ba5ef542e19616,m5.xlarge,Lambda,ap-south-1,ap-south-1a,Running,91.45,53.77,145.34,4484.49,2476.23,19.84,3.81,UAT,Cloud Migration,Platform Engineering
2026-03-24,AWS,234567890123,i-dd370c191a4a741ce,t3.micro,S3,ap-south-1,ap-south-1b,Running,19.29,79.93,233.52,2368.99,2405.46,17.8,0.18,Production,Payment Gateway,Platform Engineering
2025-09-30,AWS,345678901234,i-f03be771ac3c890be,t3.micro,ECS,eu-west-1,eu-west-1b,Stopped,1.65,1.48,115.52,0.32,3.07,0.83,0.1,QA,Analytics Platform,QA Automation
2026-04-20,AWS,345678901234,i-23d05ac878f34f2a7,t3.small,RDS,ap-southeast-1,ap-southeast-1a,Stopped,0.68,0.28,463.06,3.19,3.07,1.37,0.1,Development,Inventory System,QA Automation
2025-11-03,AWS,234567890123,i-ef343b269558605d2,m5.large,RDS,ap-southeast-1,ap-southeast-1b,Running,62.81,50.45,283.33,301.78,4994.27,22.19,2.13,UAT,Inventory System,AI & ML
2025-08-18,AWS,123456789012,i-ead4d6df146afca5e,c5.large,EKS,ap-southeast-1,ap-southeast-1b,Running,83.14,38.09,341.04,4185.25,3645.95,18.17,1.54,Production,Customer360,Data Engineering
2026-02-28,AWS,345678901234,i-a3d7fbc4105ff52fa,t3.medium,ECS,us-east-1,us-east-1b,Running,49.05,60.09,659.74,315.46,2041.19,10.87,0.43,Development,Inventory System,DevOps
2025-08-28,AWS,345678901234,i-ed5a795572df6fe80,t3.micro,Lambda,us-east-1,us-east-1c,Running,30.4,27.8,105.14,4396.79,115.76,10.97,0.11,Production,Payment Gateway,Platform Engineering
2026-01-27,AWS,123456789012,i-eeb9f35284682200c,t3.small,EKS,eu-west-1,eu-west-1a,Running,39.86,32.63,824.2,2138.14,3589.73,15.94,0.32,Development,Payment Gateway,Data Engineering
2025-11-15,AWS,234567890123,i-d4585ae27cc4306d4,t3.medium,ECS,eu-west-1,eu-west-1a,Running,66.87,59.27,668.26,4715.13,1501.04,11.39,0.46,QA,Inventory System,QA Automation
2026-06-06,AWS,123456789012,i-76f812815a064c295,m5.xlarge,EKS,us-east-1,us-east-1b,Stopped,0.52,1.53,672.22,0.38,1.06,1.79,0.1,UAT,Cloud Migration,Backend
2026-04-13,AWS,234567890123,i-73931bdb2a0df3dbe,c5.large,S3,us-west-2,us-west-2a,Running,13.78,77.73,812.51,4059.93,3827.17,9.43,0.8,QA,Cloud Migration,DevOps
2026-02-14,AWS,345678901234,i-7fd633dbdde131ca3,t3.medium,RDS,ap-southeast-1,ap-southeast-1a,Running,93.34,42.83,851.47,2750.73,3325.48,15.97,0.64,Development,Cloud Migration,DevOps
2025-10-09,AWS,345678901234,i-3ee17c1c169ec99e5,m5.xlarge,EC2,eu-west-1,eu-west-1a,Stopped,1.61,1.16,696.05,4.13,2.7,1.13,0.1,QA,Customer360,DevOps
2026-04-11,AWS,123456789012,i-5aaef02f3bfe59b43,t3.medium,ECS,ap-southeast-1,ap-southeast-1a,Stopped,1.99,1.07,226.38,4.07,4.81,1.61,0.1,Production,Customer360,QA Automation
2026-04-16,AWS,234567890123,i-8eb5bb682575ec87a,t3.small,EKS,us-east-1,us-east-1a,Stopped,1.31,1.41,56.75,2.67,3.12,1.69,0.1,UAT,Inventory System,Data Engineering
2026-07-01,AWS,345678901234,i-f8a01d3ceacee1159,c5.large,Lambda,us-west-2,us-west-2b,Stopped,1.31,0.27,565.02,2.98,0.29,0.83,0.1,QA,Analytics Platform,Backend
